"","words","counts","len"
"14975","losportales",1,11
"14976","losprimeros",1,11
"14977","losprisioneros,",1,15
"14978","lospropietarios",1,15
"14979","losproporcione,",1,15
"14980","lospuros,",1,9
"14981","losque",1,6
"14982","losrecién",1,9
"14983","losreiterados",1,13
"14984","losreos",1,7
"14985","losrestos",1,9
"14986","losrevólveres",1,13
"14987","losrincones",1,11
"14988","lossaludos",1,10
"14989","losseiscientos",1,14
"14990","lossentimientos",1,15
"14991","lossiglos",1,9
"14992","lossoldados",4,11
"14993","lossoldados.Por",1,15
"14994","lossuavizamos;",1,14
"14995","lostenderos,",1,12
"14996","lostenedores",1,12
"14997","lostiempos.",1,11
"14998","lostres",1,7
"14999","losúnicos",1,9
"15000","losviajeros,",1,12
"15001","lot",1,3
"15002","lotanto",1,7
"15003","loúnico",1,7
"15004","loveré.",1,7
"15005","lozano",1,6
"15006","lozano,",1,7
"15007","luces",1,5
"15008","luces.Las",1,9
"15009","lucha",15,5
"15010","lucha,",3,6
"15011","lucha.--Pruébenlo",1,17
"15012","lucha.Don",1,9
"15013","lucha.XVIEL",1,11
"15014","luchar",1,6
"15015","luchar.Por",1,10
"15016","lucharemos.--Está",1,17
"15017","luchas",1,6
"15018","Lucía",1,5
"15019","lucían",1,6
"15020","lúcido",1,6
"15021","luciérnagas.En",1,14
"15022","lucir",1,5
"15023","luego",67,5
"15024","Luego",10,5
"15025","luego,",10,6
"15026","Luego,",5,6
"15027","luego,continuó:--Hermano",1,24
"15028","luego;",1,6
"15029","luego.--Adiós.D.",1,16
"15030","luego.Y",1,7
"15031","luegoañadió,",1,12
"15032","luegoapresuró",1,13
"15033","luegocalzó",1,10
"15034","luegocon",1,8
"15035","luegodijo",1,9
"15036","Luegofijando",1,12
"15037","luegomurmuró:--Bravo,",1,21
"15038","luegose",2,7
"15039","luegoseguían",1,12
"15040","luegoy",1,6
"15041","lugar",23,5
"15042","lugar,",1,6
"15043","lugarde",1,7
"15044","lúgubre",1,7
"15045","lúgubre,",2,8
"15046","lúgubres,bizco",1,14
"15047","Luis",41,4
"15048","LUIS",2,4
"15049","Luis,",24,5
"15050","Luis;",9,5
"15051","Luis?",1,5
"15052","Luis.--¿No",1,10
"15053","Luis.--¿Usted",1,13
"15054","Luis.--Adelante.Los",1,19
"15055","Luis.--En",1,9
"15056","Luis.--Nada",1,11
"15057","Luis.--No",2,9
"15058","Luis.--Todas",1,12
"15059","Luis.Oliverio",1,13
"15060","Luis.Semejante",1,14
"15061","Luisa",2,5
"15062","Luisa,",1,6
"15063","Luisa.Y",1,7
"15064","Luisdel",1,7
"15065","Luisdetuvo",1,10
"15066","lujo",1,4
"15067","luminosasy",1,10
"15068","luminosoen",1,10
"15069","luna",4,4
"15070","lunares",1,7
"15071","lustre",1,6
"15072","lustrosas,",1,10
"15073","luto",2,4
"15074","luz",16,3
"15075","luz,",5,4
"15076","luz;",1,4
"15077","luzdeslumbradora.La",1,19
"15078","luzpor",1,6
"15079","luzsuficiente",1,13
"15080","luzvivísima,",1,12
"15081","M.",4,2
"15082","M.--Sí,",1,7
"15083","M.,",2,3
"15084","machacar.--¡Ah",1,14
"15085","machetazo",1,9
"15086","machetazocortó",1,14
"15087","machete",6,7
"15088","machete,",2,8
"15089","machete.",1,8
"15090","machine",1,7
"15091","Macho",2,5
"15092","Macho,",1,6
"15093","macilentas",1,10
"15094","madeja",1,6
"15095","maderacon",1,9
"15096","madre",10,5
"15097","madre,",6,6
"15098","madre;",1,6
"15099","madre!",1,6
"15100","madre?",1,6
"15101","madre.--¿Está",1,13
"15102","madre.--Nada",1,12
"15103","madrecuánto",1,11
"15104","madrey",1,6
"15105","madriguera",2,10
"15106","madrugada",5,9
"15107","madrugada;",1,10
"15108","madrugada:",1,10
"15109","madura",1,6
"15110","maduras",1,7
"15111","maduro,",1,7
"15112","maestro,",1,8
"15113","magia",2,5
"15114","magia.Entonces",1,14
"15115","magistrado",1,10
"15116","magistratura,",1,13
"15117","magnánimo",1,9
"15118","magnífica",2,9
"15119","magníficacalzada",1,16
"15120","magníficas",1,10
"15121","magnífico",3,9
"15122","magnífico!",1,10
"15123","magníficos",2,10
"15124","magníficosrevólveres",1,20
"15125","mago.Al",1,7
"15126","maguey,",1,7
"15127","maguey,verdaderos",1,17
"15128","Mahiet",1,6
"15129","main",1,4
"15130","maintaining",1,11
"15131","maíz",2,4
"15132","maíz,",3,5
"15133","majadería",1,9
"15134","majadería.--En",1,14
"15135","majaderías,",1,11
"15136","majestad.",1,9
"15137","majestuosamente",1,15
"15138","majestuoso",1,10
"15139","make",2,4
"15140","makeany",1,7
"15141","makes",1,5
"15142","mal",35,3
"15143","mal,",3,4
"15144","mal;",2,4
"15145","mala",6,4
"15146","mala?--El",1,9
"15147","malamente,",1,10
"15148","malas",5,5
"15149","malas.--¿Podemos",1,16
"15150","malasconsecuencias;",1,19
"15151","malasdisposiciones",1,18
"15152","malasdisposiciones,",1,19
"15153","malcomprendida",1,14
"15154","malconservadas,",1,15
"15155","maldades.El",1,11
"15156","maldeciryo",1,10
"15157","maldición",3,9
"15158","maldición,que",1,13
"15159","maldisimulada,",1,14
"15160","maldita?--No",1,12
"15161","maldito?León",1,12
"15162","maldito.Y",1,9
"15163","malditoanimal",1,13
"15164","malditos,",1,9
"15165","malel",1,5
"15166","males",1,5
"15167","maletas",5,7
"15168","maletas,",1,8
"15169","maletas.Al",1,10
"15170","malezas",3,7
"15171","malhadadamente",1,14
"15172","malhechores?--Sí,",1,17
"15173","maliciosa",1,9
"15174","malla",1,5
"15175","mallas",1,6
"15176","malnegocio,",1,11
"15177","malo;",1,5
"15178","malo.--No",1,9
"15179","malos",2,5
"15180","malosdejarlos",1,13
"15181","malosencuentros,",1,16
"15182","malquerencia",1,12
"15183","maña",2,4
"15184","manaba",1,6
"15185","mañana",25,6
"15186","mañana,",6,7
"15187","mañana;ahora",1,12
"15188","mañana?",1,7
"15189","mañana?--Pero",1,13
"15190","mañana?--Se",1,11
"15191","mañana?--Tiene",1,14
"15192","mañana.",3,7
"15193","mañana.--Es",1,11
"15194","mañanallegarían",1,15
"15195","mañanasería",1,11
"15196","manantial",1,9
"15197","manar",1,5
"15198","manchado",3,8
"15199","manchadoel",1,10
"15200","mancharía.--¡Le",1,15
"15201","manchas",1,7
"15202","manchas,",1,8
"15203","manda",2,5
"15204","mandaba",2,7
"15205","mandaban",1,8
"15206","mandadas",1,8
"15207","mandado",3,7
"15208","mandar",2,6
"15209","mandar,",1,7
"15210","mandar.--Gracias,",1,17
"15211","mandara",1,7
"15212","mandaré",1,7
"15213","mandarles",2,9
"15214","mandarnos",1,9
"15215","mandaron",1,8
"15216","mandarrecado",1,12
"15217","mande",2,5
"15218","mandé",1,5
"15219","mando",6,5
"15220","mandó",6,5
"15221","mando,",3,6
"15222","mandoa",1,6
"15223","mandóinmediatamente",1,19
"15224","maneja",1,6
"15225","manejamos",1,9
"15226","manera",2,6
"15227","manera;",2,7
"15228","manera.",1,7
"15229","manera.--Pero",1,13
"15230","maneras,",1,8
"15231","mangas,",1,7
"15232","mango",1,5
"15233","manifestaban",2,12
"15234","manifestación",1,13
"15235","manifestado",1,11
"15236","manifestado,",2,12
"15237","manifestado:",1,12
"15238","manifestar",3,10
"15239","manifestarle",1,12
"15240","manifestarles",1,13
"15241","manifiesta.--¿Realmente",1,23
"15242","manifiesta.Don",1,14
"15243","maniobra",1,8
"15244","maniobrar,",1,10
"15245","maniobras",1,9
"15246","manjares",1,8
"15247","mano",74,4
"15248","mano_,",1,6
"15249","mano,",13,5
"15250","mano,guardando",1,14
"15251","mano,y",1,6
"15252","mano;",1,5
"15253","mano:",1,5
"15254","mano.",1,5
"15255","mano.--¡Maten",1,13
"15256","mano.--¿Qué",1,11
"15257","mano.--No",1,9
"15258","mano.--Por",1,10
"15259","mano.Don",1,8
"15260","mano.El",1,7
"15261","mano.Los",1,8
"15262","manoantes",1,9
"15263","manocolocada",1,12
"15264","manos",39,5
"15265","manos,",12,6
"15266","manos,le",1,8
"15267","manos,sino",1,10
"15268","manos;",2,6
"15269","manos;diga",1,10
"15270","manos.",1,6
"15271","manos.--¡Ánimo,",1,15
"15272","manos.--¡Basta",1,14
"15273","manos.--¿Está",1,13
"15274","manos.--Ahora",1,13
"15275","manos.--Ahora,",1,14
"15276","manos.--En",1,10
"15277","manos.Desde",1,11
"15278","manos.El",1,8
"15279","manosconsiga",1,12
"15280","manosen",1,7
"15281","manotada",2,8
"15282","manoy",1,5
"15283","mansedumbre",1,11
"15284","manta",1,5
"15285","mantas",1,6
"15286","mantener",2,8
"15287","mantenerel",1,10
"15288","mantenerla",1,10
"15289","mantenerseaislado,",1,18
"15290","mantenga",1,8
"15291","mantenimiento",1,13
"15292","mantilla",1,8
"15293","manto",1,5
"15294","manuscrito",2,10
"15295","manuscrito,",1,11
"15296","manuscrito;",1,11
"15297","manuscrito.--¡Dios",1,18
"15298","manuscritos",1,11
"15299","many",1,4
"15300","Many",1,4
"15301","mapa",1,4
"15302","mapa,en",1,7
"15303","mapa,parecían",1,13
"15304","maquinaba",1,9
"15305","maquinaciones",1,13
"15306","maquinacionesde",1,15
"15307","maquinalmente",3,13
"15308","maquinalmentela",1,15
"15309","maravillas.--¿Tú?",1,17
"15310","maravillas.--Mejor",1,18
"15311","maravillas.--Pues",1,17
"15312","maravillas.La",1,13
"15313","maravilloso.",1,12
"15314","Marc",2,4
"15315","marcada,era",1,11
"15316","marcadamente",1,12
"15317","marcadas",2,8
"15318","marcadísima,",1,12
"15319","marcado",1,7
"15320","marcados",1,8
"15321","March",1,5
"15322","marcha",10,6
"15323","marcha,",5,7
"15324","marcha,metió",1,12
"15325","marcha,se",1,9
"15326","marcha!",1,7
"15327","marcha?",1,7
"15328","marcha.",1,7
"15329","marcha.--¿A",1,11
"15330","marcha.--¿Qué",1,13
"15331","marcha.--Mañana,",1,16
"15332","marcha.--Realmente",1,18
"15333","marcha.--Vaya",1,13
"15334","marcha.Don",1,10
"15335","marcha.El",2,9
"15336","marcha.Entre",1,12
"15337","marcha.Eran",1,11
"15338","marcha.Sólo",1,11
"15339","marchaban",1,9
"15340","marchael",1,8
"15341","marchando",1,9
"15342","marchar",5,7
"15343","marchar?--Hable",1,15
"15344","marcharemos",1,11
"15345","marcharme?",1,10
"15346","marcharon",1,9
"15347","marcharon,",1,10
"15348","marcharse?",1,10
"15349","marchas",2,7
"15350","marchasen.",1,10
"15351","marché",1,6
"15352","márchese",2,8
"15353","marcho",1,6
"15354","marchó",1,6
"15355","marcial.Una",1,11
"15356","marco",1,5
"15357","margen",4,6
"15358","márgenes",2,8
"15359","márgenesde",1,10
"15360","María",31,5
"15361","María,",20,6
"15362","María,añadió:",1,13
"15363","María;",2,6
"15364","María?",1,6
"15365","María.",1,6
"15366","María.--¡Desde",1,14
"15367","María.--¡Ojalá",1,14
"15368","María.--¿Le",1,11
"15369","María.--Entonces,",1,17
"15370","María.--Gracias;",1,16
"15371","María.--Les",1,11
"15372","María.--Sí,",1,11
"15373","María.Aunque",1,12
"15374","María.Don",1,9
"15375","María.La",1,8
"15376","Mariahilf.",1,10
"15377","marido",3,6
"15378","marido,",2,7
"15379","marido.--¡Ah!",1,13
"15380","marina",1,6
"15381","marked",2,6
"15382","marmórea",1,8
"15383","marqués.--De",1,12
"15384","marquesina",1,10
"15385","Márquez",4,7
"15386","Márquez,",3,8
"15387","Márquez,sus",1,11
"15388","marras?--Sí;",1,12
"15389","martes.--¿No",1,12
"15390","martillos",1,9
"15391","Martín,",1,7
"15392","martiricen",1,10
"15393","martirizar",1,10
"15394","mas",5,3
"15395","más",483,3
"15396","Más",2,3
"15397","mas,",1,4
"15398","más,",16,4
"15399","más,de",1,6
"15400","más;",5,4
"15401","más;sus",1,7
"15402","más!",1,4
"15403","más?",1,4
"15404","más?--¡Caramba!",1,15
"15405","más?--Mi",1,8
"15406","más?--Nada",3,10
"15407","más?--No.--Me",1,13
"15408","más?--Poco",2,10
"15409","más?--Sí:",1,9
"15410","más?--Todavía",1,13
"15411","más?--Usted",1,11
"15412","más?--Ya",1,8
"15413","más.",1,4
"15414","más.--¡Ah!",1,10
"15415","más.--¡Es",1,9
"15416","más.--¿Y",1,8
"15417","más.--Diga",1,10
"15418","más.--Dios",1,10
"15419","más.--Es",1,8
"15420","más.--Prosigue.--Luego",1,22
"15421","más.Doña",1,8
"15422","mása",2,4
"15423","masa.",1,5
"15424","masa.Pagado",1,11
"15425","másabsoluto",1,11
"15426","másafeminado",1,12
"15427","másantes",1,8
"15428","másardientes",1,12
"15429","másbien",2,7
"15430","máscara",3,7
"15431","máscara,",1,8
"15432","máscaras!",1,9
"15433","máscaras.",1,9
"15434","másconfidencial.--¡Bah!",1,23
"15435","mascullaba",1,10
"15436","másde",1,5
"15437","másdesventurada.En",1,18
"15438","masel",1,5
"15439","másentiendo.",1,12
"15440","másestrictamente",1,16
"15441","másexperiencia",1,14
"15442","másfelina",1,9
"15443","másfijeza:Hacia",1,15
"15444","másfilosofía",1,12
"15445","másfuerte",1,9
"15446","másindolencia",1,13
"15447","másinexperto.",1,13
"15448","máslaudable",1,11
"15449","másmínimo",1,9
"15450","masónica",1,8
"15451","masónico",1,8
"15452","másoportunamente,",1,17
"15453","máspadezca",1,10
"15454","máspagado",1,9
"15455","másprecioso",1,11
"15456","máspreciosos",1,12
"15457","másprobable,",1,12
"15458","másque",3,6
"15459","másrapidez",1,10
"15460","másrealmente",1,12
"15461","másrecio",1,8
"15462","másreverente",1,12
"15463","mássabio",1,8
"15464","mássanguinarios",1,15
"15465","mástarde",1,8
"15466","másterrible",1,11
"15467","mástiempo;",1,10
"15468","mástosco",1,8
"15469","mástranquila",1,12
"15470","másvil,",1,7
"15471","mata,",1,5
"15472","matado",3,6
"15473","matado.Don",1,10
"15474","mátame",1,6
"15475","matando",1,7
"15476","matando;",2,8
"15477","matándole",1,9
"15478","matanza;",1,8
"15479","matanza.--No",1,12
"15480","matar",12,5
"15481","mataré",1,6
"15482","mataré,",1,7
"15483","mataré!",1,7
"15484","mataré.",1,7
"15485","matarle,",2,8
"15486","matarlo",1,7
"15487","matarme,",1,8
"15488","mataron",1,7
"15489","matasen,",1,8
"15490","mate",2,4
"15491","mate!",1,5
"15492","máteme",1,6
"15493","materialmente",2,13
"15494","materials,...)LASNOCHES",1,23
"15495","materials,...)Updated",1,21
"15496","materna",1,7
"15497","Mathew,",2,7
"15498","matinal",1,7
"15499","matinal,se",1,10
"15500","matinal.El",1,10
"15501","matizaba",2,8
"15502","mato",1,4
"15503","mató",1,4
"15504","matocomo",1,8
"15505","matrimonio",6,10
"15506","matrimoniocon",1,13
"15507","matutinos",1,9
"15508","máxime",6,6
"15509","máximecuando",1,12
"15510","maximum",1,7
"15511","may",14,3
"15512","maycontain",1,10
"15513","Mayena,",1,7
"15514","Mayena.",1,7
"15515","mayor",37,5
"15516","Mayor",5,5
"15517","mayor,",2,6
"15518","Mayor,",6,6
"15519","mayor,parecía",1,13
"15520","mayor,su",1,8
"15521","mayor;",1,6
"15522","Mayor.--¿Y",1,10
"15523","mayor.--Me",1,10
"15524","mayor.Domingo",1,13
"15525","mayoral",4,7
"15526","mayoral,",2,8
"15527","mayordomía",1,10
"15528","mayordomo",17,9
"15529","mayordomo,",10,10
"15530","mayordomo;",3,10
"15531","mayordomo.--¡Ah!",2,16
"15532","mayordomo.--¿Por",1,16
"15533","mayordomo.--Bravo,",1,18
"15534","mayordomo.--Dígame",1,18
"15535","mayordomo.--Escúcheme",1,21
"15536","mayordomo.--No",1,14
"15537","mayordomo.--Sí,",1,15
"15538","mayordomo.--Venga",1,17
"15539","mayordomose",1,11
"15540","mayores",2,7
"15541","mayorescrupulosidad",1,19
"15542","mayorfacilidad",1,14
"15543","mayoría",2,7
"15544","mayorque",1,8
"15545","mayortristeza,",1,14
"15546","mayory",1,6
"15547","mazmorras",1,9
"15548","mazo",1,4
"15549","mazo,",1,5
"15550","mazode",1,6
"15551","me",569,2
"15552","meacompaña;",1,11
"15553","mealegraré",1,10
"15554","means",2,5
"15555","meansof",1,7
"15556","mearrepintiese",1,14
"15557","meatrevería",1,11
"15558","meatreví",1,8
"15559","mecánicasmás",1,12
"15560","mecanismo",1,9
"15561","mecha,",1,6
"15562","mechero,",1,8
"15563","mechero.--Tome",1,14
"15564","mecolmó",1,7
"15565","mecondujo",1,9
"15566","meconfiere,",1,11
"15567","meconoce",1,8
"15568","meconozca",1,9
"15569","mecontestó?",1,11
"15570","media",19,5
"15571","medía",1,5
"15572","media,",1,6
"15573","media!",1,6
"15574","media.El",1,8
"15575","mediación",2,9
"15576","mediado",1,7
"15577","medían",1,6
"15578","mediana,",1,8
"15579","mediano",1,7
"15580","medíanoche",1,10
"15581","mediar",1,6
"15582","medias",1,6
"15583","mediasde",1,8
"15584","medida",5,6
"15585","medida,",1,7
"15586","medidas",2,7
"15587","medido",1,6
"15588","medijo",1,6
"15589","medio",74,5
"15590","medio,",2,6
"15591","medio;",1,6
"15592","medio.",1,6
"15593","medio.Don",1,9
"15594","mediode",6,7
"15595","mediodel",2,8
"15596","mediodía,",2,9
"15597","mediodía,y",1,10
"15598","mediodía.En",1,11
"15599","medios",10,6
"15600","medios,",1,7
"15601","medios.--¿Ni",1,12
"15602","mediosde",1,8
"15603","medir",2,5
"15604","medirigiera",1,11
"15605","medita",2,6
"15606","meditabundo,",1,12
"15607","meditación",3,10
"15608","meditación,",2,11
"15609","meditación;",1,11
"15610","meditación?XIIILOS",1,18
"15611","meditación.--Vele",1,17
"15612","meditaciones,",1,13
"15613","meditaciones.Por",1,16
"15614","meditados",1,9
"15615","meditando.--¿Qué",1,16
"15616","meditándolo",1,11
"15617","meditar",1,7
"15618","meditar,cuya",1,12
"15619","medium",2,6
"15620","medium,",2,7
"15621","mediumwith",1,10
"15622","meencontró",1,10
"15623","meengañes...--No",1,16
"15624","meestoy",1,7
"15625","meet",1,4
"15626","meexige,",1,8
"15627","mefavorece.--¡Oh!",1,17
"15628","meha",2,4
"15629","mehabía",1,7
"15630","mehan",1,5
"15631","mehaya",1,6
"15632","meimporta",1,9
"15633","meinspiraba",1,11
"15634","meintereso",1,10
"15635","mejicana",1,8
"15636","mejicana,",3,9
"15637","mejicana,amartilló",1,18
"15638","mejicana.--¿Pero",1,16
"15639","mejicanas",1,9
"15640","MEJICANAS",2,9
"15641","mejicanas,",2,10
"15642","mejicanas,desconocidas",1,22
"15643","mejicanas;",1,10
"15644","mejicanas.--¿Quién,",1,19
"15645","mejicanasAuthor:",1,16
"15646","MEJICANASILAS",1,13
"15647","MEJICANASPORGUSTAVO",2,19
"15648","mejicano",5,8
"15649","mejicano,",4,9
"15650","mejicano;",2,9
"15651","mejicano;todos",1,14
"15652","mejicano.",1,9
"15653","mejicano.¿De",1,12
"15654","mejicano.Entre",1,14
"15655","mejicanos",7,9
"15656","mejicanos,",3,10
"15657","mejicanos,había",1,15
"15658","mejicanos.El",1,12
"15659","mejicanos.No",1,12
"15660","mejicanos.Tercera:",1,18
"15661","Méjico",37,6
"15662","Méjico,",32,7
"15663","Méjico,resolvió",1,15
"15664","Méjico;",4,7
"15665","Méjico:",1,7
"15666","Méjico!",3,7
"15667","Méjico?--López",1,14
"15668","Méjico.",3,7
"15669","Méjico.--¡En",1,12
"15670","Méjico.--Es",1,11
"15671","Méjico.--Esto",1,13
"15672","Méjico.--Me",1,11
"15673","Méjico.--Pero",1,13
"15674","Méjico.A",1,8
"15675","Méjico.Al",1,9
"15676","Méjico.Don",1,10
"15677","Méjico.El",1,9
"15678","Méjico.La",1,9
"15679","Méjico.Poco",1,11
"15680","Méjico.Un",1,9
"15681","Méjico)",1,7
"15682","mejillas,",1,9
"15683","mejillas;",1,9
"15684","mejor",9,5
"15685","mejor,",3,6
"15686","mejor;",2,6
"15687","mejor.En",1,8
"15688","mejoradministrador,",1,19
"15689","mejores",1,7
"15690","mejoresamigos",1,13
"15691","mejoría",1,7
"15692","mejorintención.--Ahora",1,22
"15693","mela",1,4
"15694","melancolía.--¿Conque",1,20
"15695","melancólica",1,11
"15696","melancólico",1,11
"15697","Melchor",87,7
"15698","Melchor,",35,8
"15699","Melchor,que",1,11
"15700","Melchor,tratado",1,15
"15701","Melchor;",4,8
"15702","Melchor!",1,8
"15703","Melchor?",1,8
"15704","Melchor.",2,8
"15705","Melchor.--¡Ah!",1,14
"15706","Melchor.--¡Al",1,13
"15707","Melchor.--¡Es",1,13
"15708","Melchor.--¡Hombre!",1,18
"15709","Melchor.--A",1,11
"15710","Melchor.--Está",1,14
"15711","Melchor.--Le",1,12
"15712","Melchor.--Quiero",1,16
"15713","Melchor.Al",1,10
"15714","Melchor.El",1,10
"15715","Melchor.La",2,10
"15716","Melchor.Por",1,11
"15717","Melchorencogiendo",1,17
"15718","Melchorhabía",1,12
"15719","Melchorpor",1,10
"15720","Melchorrespecto",1,15
"15721","Melchorsufría",1,13
"15722","MELCHORVamos",1,12
"15723","meliflua",1,8
"15724","mella",2,5
"15725","mellena,",1,8
"15726","melleva",1,7
"15727","melodiosa",1,9
"15728","memoria",3,7
"15729","memoria,",1,8
"15730","memoria;",1,8
"15731","mención",1,7
"15732","mención.Sin",1,11
"15733","mencionada",6,10
"15734","mencionada.",1,11
"15735","mencionadas",1,11
"15736","mencionado",6,10
"15737","mencionadocomedor",1,17
"15738","mencionados",3,11
"15739","mencionadosgenerales.Los",1,24
"15740","Mendoza,",1,8
"15741","menearme",1,8
"15742","menester",17,8
"15743","menesterevitar",1,14
"15744","menesterprevenirse.Se",1,21
"15745","menesterque",1,11
"15746","menguadolos",1,11
"15747","menor",7,5
"15748","menor,",3,6
"15749","menos",74,5
"15750","menos,",8,6
"15751","menos;",2,6
"15752","menos:",1,6
"15753","menos?--Doscientos",1,18
"15754","menos?--Seiscientos",1,19
"15755","menos.",1,6
"15756","menos.--¿Sabe",1,13
"15757","menos.--¿Te",1,11
"15758","menos.--Enhorabuena,",1,20
"15759","menossorprendidos",1,17
"15760","menostarde",1,10
"15761","mensaje",1,7
"15762","mensajero",1,9
"15763","mentada",2,7
"15764","mentalmente",1,11
"15765","mentar",1,6
"15766","mentaralgunos",1,13
"15767","mente",2,5
"15768","mentido.--No,",1,13
"15769","mentiroso.",1,10
"15770","menudeando",1,10
"15771","menudo",10,6
"15772","menudo,gracias",1,14
"15773","meocultaba",1,10
"15774","meparece",3,8
"15775","meponga",1,7
"15776","mepresentara",1,12
"15777","meproduce",1,9
"15778","mequiere",1,8
"15779","mequitó",1,7
"15780","mercaderías,",1,12
"15781","mercado,",1,8
"15782","mercancías",1,10
"15783","MERCHANTABILITY",1,15
"15784","merece",5,6
"15785","merece?--Él",1,11
"15786","merece.--Sí,",1,12
"15787","merecedor",1,9
"15788","merecen",2,7
"15789","merecen.Ínterin,",1,16
"15790","mereces",1,7
"15791","merecía",2,7
"15792","merecía;",1,8
"15793","merecidamentetan",1,16
"15794","mereservó",1,9
"15795","merezco",1,7
"15796","merezco,",1,8
"15797","merezco.--Es",1,12
"15798","merezcoperdón,",1,14
"15799","Meriadec",1,8
"15800","Meriadec,",5,9
"15801","Meriadec?",1,9
"15802","Meriadec.--Está",1,15
"15803","Meriadec.--Ésta",1,15
"15804","Meriadec.--Le",1,13
"15805","mérito,",1,7
"15806","meritorio.",1,10
"15807","merodeadorespertenecientes",1,26
"15808","merodean",1,8
"15809","mes",1,3
"15810","mesa",20,4
"15811","mesa,",13,5
"15812","mesa;",3,5
"15813","mesa.--¿No",1,10
"15814","mesa.--Es",1,9
"15815","mesa.--Pues",1,11
"15816","mesa.Don",1,8
"15817","meses",8,5
"15818","meses.--Mucho",1,13
"15819","meseta",2,6
"15820","mesón.--¡Basta",1,14
"15821","mestizo,",1,8
"15822","mesustituya",1,11
"15823","met",1,3
"15824","meta",1,4
"15825","metal,",1,6
"15826","meter",1,5
"15827","meterse",1,7
"15828","meterseen",1,9
"15829","method",1,6
"15830","metían",1,6
"15831","metida",1,6
"15832","metidos",1,7
"15833","metiendo",1,8
"15834","metiéndolo",1,10
"15835","metió",4,5
"15836","metióa",1,6
"15837","metódicamente",1,13
"15838","metro",1,5
"15839","metrópoli",1,9
"15840","metrópoli,",1,10
"15841","metros",3,6
"15842","metros,",1,7
"15843","mevoy",1,5
"15844","mexicanos",1,9
"15845","mezcal,que",1,10
"15846","mezclado",1,8
"15847","mezquina",1,8
"15848","mezquinas",1,9
"15849","mezquino",1,8
"15850","mi",330,2
"15851","Mi",4,2
"15852","mí",55,2
"15853","mí,",16,3
"15854","mí,dentro",1,9
"15855","mí;",3,3
"15856","mí:",1,3
"15857","mí?",3,3
"15858","mí?--¡Oh!",1,9
"15859","mí?--La",1,7
"15860","mí?Con",1,6
"15861","mí.",2,3
"15862","mí.--¡Oh!",1,9
"15863","mí.--¿Acaso",1,11
"15864","mí.--Caballero,",1,15
"15865","mí.--Entonces",1,13
"15866","mí.--Es",2,7
"15867","mí.--Esto",1,9
"15868","mí.--Pues",1,9
"15869","mí.El",1,5
"15870","mía",3,3
"15871","mía,",12,4
"15872","mía;",3,4
"15873","mía!",3,4
"15874","mía!--¡Hijo",1,11
"15875","mía?",1,4
"15876","mía.--¿Conoce",1,13
"15877","mía.¿Qué",1,8
"15878","mialma",3,6
"15879","miamigo,",1,8
"15880","miantepasado",1,12
"15881","miapellido.Y",1,12
"15882","mías.--Padre,",1,13
"15883","miausencia",1,10
"15884","miayuda.",1,8
"15885","micáceos",1,8
"15886","micamino.--En",1,13
"15887","micargo,",1,8
"15888","micentro",1,8
"15889","Michael",1,7
"15890","middle-aged",1,11
"15891","mide",1,4
"15892","midesesperación.",1,16
"15893","midiendo",2,8
"15894","miedo,",1,6
"15895","miedo,repuso",1,12
"15896","miedo:--¿Quién",1,14
"15897","miedo.Nadie",1,11
"15898","miembro",1,7
"15899","miembros",8,8
"15900","miembros,y",1,10
"15901","mientes.--Juro",1,14
"15902","mientras",37,8
"15903","Mientras",3,8
"15904","mientrasDomingo,",1,16
"15905","mientrasdon",1,11
"15906","mientrasgalopaba",1,16
"15907","mientraslanzaba",1,15
"15908","mientraspermanezca",1,18
"15909","miesposa",1,8
"15910","mifamilia.--Va",1,14
"15911","migeneral,",1,10
"15912","Miguel",1,6
"15913","mihermana,",2,10
"15914","mihonor",1,7
"15915","mil",60,3
"15916","mil,",2,4
"15917","mil.--No",1,8
"15918","mil.La",1,6
"15919","milacontecimientos",1,18
"15920","milagro",3,7
"15921","milagros",1,8
"15922","milagros.--Pronto",1,17
"15923","milagrosamente",2,14
"15924","milagroso",1,9
"15925","miles",1,5
"15926","milhombres;",1,11
"15927","militar",3,7
"15928","militar,",3,8
"15929","militar;",1,8
"15930","militara",1,8
"15931","militares",1,9
"15932","militares,",2,10
"15933","militares,miembros",1,18
"15934","millares",1,8
"15935","millegada",1,9
"15936","millegada,",1,10
"15937","millón",2,6
"15938","millóndoscientos",1,16
"15939","milmaravillas.Don",1,17
"15940","milquinientos",2,13
"15941","miltrescientos",1,14
"15942","mimemoria,",1,10
"15943","mímisma",1,7
"15944","mimo,",1,5
"15945","mina",1,4
"15946","mina,",1,5
"15947","mínima",1,6
"15948","mínimo",3,6
"15949","mínimo;",1,7
"15950","mínimo?--No",1,11
"15951","minoridad",1,9
"15952","minuciosamente",1,14
"15953","minuciosas",1,10
"15954","minuto",2,6
"15955","minuto,",1,7
"15956","minuto;",1,7
"15957","minuto.¿Qué",1,11
"15958","minutos",39,7
"15959","minutos,",3,8
"15960","minutos,necesito",1,16
"15961","minutos,silencio",1,16
"15962","minutos;",1,8
"15963","minutos.",1,8
"15964","minutos.Indudablemente",1,22
"15965","minutos.La",1,10
"15966","minutosdespués",1,14
"15967","minutosentre",1,12
"15968","mío",2,3
"15969","mío,",30,4
